,Name,Date,Likes,isPinned,Comment
83,Tataumlives,12 May 2014 11:48pm,1,False,"not towards a book made about some tapes that were found in a loft and were supposedly made in a prisoner of war camp, where, ya know, some nationalistic chest beating may have taken place), i'd greatly appreciate it. i'm always up for a bit more reading.   Dismissing a mountain of transcripts of unguarded conversations by German soldiers who didn't know they were being taped, and in which they express repeatedly their unqualified support for Hitler and the regime - even at times criticising him for not going 'far enough' - and even after the war has been lost, demonstrating their pride in taking part in large scale massacres and 'liquidations'. Not forgettting numerous polls taken after the war that showed continued and overwhelming support and approval for the Nazi regime and their 'achievements'. Have you any evidence to disprove the authenticity of this material apart from your own blatantly extremist political views that dismisses it out of hand? I know the kind of reading you're 'up for': There's a whole industry of pseudohistorical Holocaust revisionist literature that employs the same methods of dismissing and inventing evidence at will. I believe the publisher was the innocuously named 'Journal of Historical Review', David Irving being one of its most popular contributors. But then you obviously know that since your shelf is already groaing under the weight of books like the 'Holocaust myth', or 'Six millions Lies'."
84,IlikeBrits,12 May 2014 11:52pm,2,False,He does not see that is not logical to point out that it was the &gt;&gt;&gt; most brutally extreme and indiscriminately violent regime in history&lt;&lt;&lt; on one had side and then to blame the people to be subversient to survive on the other hand side.
85,Tataumlives,12 May 2014 11:56pm,1,False,"You still misss the point. 20,000 is not even the size of a small town. The fact is the vast majority of Germans did not need to be coerced but were willing and zealous or at least passive participants in the violence and terror against their own countryman. Stop trying to interrogate and accuse me, it's you who needs to examine and question your own understanding of that period and stop creating a fantasy world of a vibrant broad opposition to Hitler that never existed except in your own deluded imagination!"
86,IlikeBrits,13 May 2014 12:08am,1,False,&gt;&gt;&gt; or at least passive participants in the violence and terror against their own countryman.&lt;&lt;&lt; I agree! But why were they &gt;&gt;&gt;at least passive participants in the violence and terror against their own countryman? &lt;&lt;&lt; Because ist was the&gt;&gt;&gt; most brutally extreme and indiscriminately violent regime in history&lt;&lt;&lt;
87,Tataumlives,13 May 2014 12:26am,1,False,"Thanks but I don't need you to quote back my own posts to me, I know what I said, but clearly you don't, and it's a poor substitute for your own arguments. The point is, the vast majority were active and/or passive supporters of the 'most brutally extreme and indiscriminately violent regime in history regime in history'. Only a tiny and insiginifcant group - not even a minority - and certainly not the 20,000 you quote, had the courage to oppose let alone risk their lives to fight the regime. That's the reality. Now deal with it and stop dissembling or you'll end up on the road to Holocaust denial like that Nazi troll."
88,Tataumlives,13 May 2014 5:16am,0,False,"In other words, the Germans were the 'victims'!"
89,justlittleoldme,13 May 2014 9:21am,1,False,"i don't dismiss it outright, i just look at it with a skeptical eye as you have to recognise the context in which 1) those tapes were found and 2) those tapes were made. in other words, i would never take that as the ultimate truth. hazard of my job, i guess. and although i appreciate you implying that i'm a simpleton who just wants something to assuage some personal guilt that i'm supposed to have, or something to make me feel better and be able to pat myself on the back for 'caring,' or fulfill the demands of some extremist political views (sorry, but that one made me snort coffee out of my nose), i assure you i am not. but nice try. now, how about those readings?"
90,torquat,13 May 2014 9:54am,4,False,"I don't think this series was meant to be a historically correct depiction of events and characters. There have been endless documentaries on hitler this and hitler that on German TV in the past. Maybe these should be shown on the BBC and we could discuss these in detail. No, I think the intention was to just show a present day German audience in a somewhat convoluted and sepia tinged way something of what &quot;our mothers and fathers&quot; did or didn't do. And to an extent it did just that.  I watched this on German TV with my father who was 14 at the end of the war. He lived in a small rural town. He only spoke about his youth when asked but watching this series opened quite a flood of memories for him and I am grateful I was there to listen. He feels tremendous guilt and regret. And no, he was not involved in the hitler youth, had to help on the farm. He has memories of various things, incl. people raiding the ware house of Jewish owned meat canning factory and seeing two men hanged. He was not involved in any of this and neither were his family but of course they did nothing to stop it. His only &quot;war action&quot; was being put into uniform with a gun in April 45 to defend the town - together with other school kids. When he was confronted by a member of the approaching US army and was able to tell them his name and age in his school English, they send him home. He said that this past will never leave us and he said that he has carried this shame with him all is life, this shame and this enormous feeling of guilt that he as a boy trusted and looked up to people - his teachers in school, his parents, his older brothers and cousins - who really must have known what was going on and who did nothing. He trusted them and accepted their judgement. He was healthy and young, he could read and ask. How could he have been so ignorant, so stupid and so inactive. There was little or no talk about the war during my childhood. I used to be outraged by this silence and used every opportunity to confront and to argue - still do. My father was not someone who would give out rules, but he was adamant about one thing, never join a crowd, stay away from the masses. Question authority, he always preached and we would yawn. I wonder how many other families in Germany had similar discussions after watching."
91,Tataumlives,13 May 2014 10:30am,1,False,"You're a cheeky bugger aren't you? You treat one of the most sensational archival founds of recent decades like it was another Hitler Diary, although their authenticity is beyond doubt, certified by leading historians and archivists, and that's not good enough for the almighty so I'm supposed to provide an approved reading list for his sceptical highness? Kershaw's work including the Hitler, the Germans and the Final Solution  and Nazi Dictatorship and his recent The End  about the last months of the war, deal specifically about the knowledge and involvement of ordinary Germans in the Holocaust and why the Germans fought to the bitter end. Not forgetting his monumental biography of Hitler. Kershaw's works are generally considered to be the standard on Hitler's Germany, not least in Germany itself, and should keep you busy for the next year. If that doesn't keep you satisfied then try the bibliography I imagine you'll find enough for a life time.  And since you find it so easy to trash and rubbish the hard work of archivists and reputable historians I suggest you spend some time at the PRO and get an idea of how much hard work and expertise goes into that and maybe study some serious history while you're at it."
92,justlittleoldme,13 May 2014 10:48am,2,False,"cheeky, yes. bugger, no.  and i never said i dismissed it outright. indeed, i actually said the opposite. it was YOU who assigned dismissal. i said that i will take it for what it is - one piece in a very large and very complex puzzle. my skepticism is a healthy one - i deal with interviews, testimonials, statements, etc on a regular basis. any good researcher will tell you that you must approach things like that in context, with environment and circumstance in mind, and that you must - and that is a must - not take it at face value. yes, those tapes can be invaluable in piecing together stories. but those tapes, along with methodological and contextual considerations as potential red flags, can also be invaluable to an author with an agenda. and that is why i asked for more. but if you want to keep on banging on about the 2 or 3 books that you've read - books that are written by 'activists,' as you point out, yet refrain from noting the slight irony in your affront, than that is your prerogative. thank you for finally putting the knives away and actually putting forward some titles - sadly, i've already read them so they are of no use to me. however, i'm sure others may find them a good starting point. and thank you for the suggestion of maybe wanting to study some serious history. i assure you i'll get right on that (it is, afterall, my day job), as long as you promise to do the same."
93,Tataumlives,13 May 2014 11:03am,0,False,"Should have known I was wasting my time with another charlatan who pretends to know more than everyone else until you scracth the surface and get the usual 'I peer beneath the to find 'The Truth' conspiracy theorist. Claiming to be a historian while disclaiming my critcism, but then brushing aside the work of the foremost authority on this subject as of 'no use'! I think my intial assessment of you as a dilletante and probable Holocaust denier was spot on to start with. Now go back to your 'research' whatever occult or pseudo-historical subjects that involves."
94,justlittleoldme,13 May 2014 11:16am,2,False,"well, now who's the cheeky bugger? feisty this morning. and just to clarify, i'm not a historian. but i do spend my days digging through history, and i do a lot of contextual and discourse analysis of statements, testimonials, etc etc as a component of understanding the political sociology of totalitarianism and societal 'acceptance' of it. i do the same with genocides and civil conflict in general. when you spend your days doing that, you find that there is no 'truth' - everyone has a different story for the exact same thing. but that's to be expected as by the very nature of politics and of war there are at least two sides to every story, and within those everyone experiences events differently. and it's not just me who will tell you that. ask a decent historian - history is subjective and a large part of it is story telling. accepting one work as the end all be all is irresponsible. and i hate to tell you, but in the world in which your claiming some strange divine and definite knowledge, there is no one single foremost authority. you seem to be engaging in some form of awe inspired demagoguery, and i just don't go with that. sorry. don't know about being a holocaust denier, though. never really floated my boat. i've always wondered what dabbling in the occult would be like, though, so the next time i have a free saturday i might just take you up on your suggestion. and i believe that it was I who originally criticised you, which you outwardly dismissed as political extremism or some tosh like that."
95,justlittleoldme,13 May 2014 11:33am,1,False,"and to get back to why i don't want you to point me to that book (aside from you already mentioned it in an earlier thread) - my main problem with this is that you seem to transpose the attitudes of german POWs - german soldiers in extreme circumstances in which we must recognise contextual impact - you take those attitudes and you transpose them onto ordinary german citizens. you note that the legal profession broke down, but you claim it's because of selfish greed or ideological fervour, which i'm sure was the case for some, if not many, of those within the profession, but you then get defensive when someone suggests that maybe the breakdown of governance, or even fear, were factors. for me, i would see the breakdown of a liberal legal sector as a problem of governance first and foremost - it was a consequence of the regime itself and most likely would've taken place regardless of the individuals working within it. unless, of course, they were incredibly brave individuals who stood up and said no. sadly, from the records available, we know that those who did stand up and say no were some of the first victims. we have to take that into account - that element of fear - when assessing societal 'acceptance' or 'complacency' (and i use those words loosely and with caution). there is no single simple answer here - there is no uniform response, excuse or explanation - and to claim that there is, well, it means that you're denying the complexity of the situation and looking for an easy answer. you've found your easy enemy and your simplified villain and you're sticking to it. that may be fine for you, but it is not fine for me. neither of us know what living under a dictator is like, but i'm guessing i have a bit of a better understanding of what it could be like than you do, and i recognise that choice is one of the first things often lost. i also recognise that in situations like that, and in situations in which people beat the drum so much that they begin to believe it (not uncommon in what turn out to be genocides - brainwashing, if you will), you cannot say &quot;that person believes that&quot; because it is so much more complex than that. i don't know, this has turned into a bit of a ramble, but really, it's hard to know where to begin with people who take such a simplified and one-track view of the world around them and of history."
96,Tataumlives,13 May 2014 11:39am,1,False,"history is subjective and a large part of it is story telling.   A very dangerous and dubious assertion to make, implying that the testimony of everyone is equally valid and we should make no value judgements not even between victim and perpetrator. The raw material may be subjective, the historian's analysis should never be and one of the hallmarks of Kershaw's work for which he's been praised is the astonishing distance and dispassionate handling of such an emotive topic, but which does not diminish the horror of what he describes. You’re right though, you’re not a historian: a historian’s job is to bring together the different accounts, testimonies and statements and strip away the subjectivity and falsehood to provide us with an understanding and context to make it comprehensible especially events like WWII and the Holocaust, something Nietzel has done brilliantly in Soldaten and for which Kershaw has been acclaimed for in his works on the Third Reich, neither of which btw claim to be the last word on their subjects, but are nonetheless the most current and authorative works of genuine scholarship that are clearly lost on you."
97,justlittleoldme,13 May 2014 11:48am,1,False,"yeah, i think we're going to have to agree to disagree on this one. history is subjective by its very nature. a historian CAN attempt to strip it away, but subjectivity lies in analysis, no matter who you are. even history and historical analysis is underpinned by theoretical approach. to deny subjectivity in that is to show a misunderstanding of the discipline. yes, you can have historians that paint a more balanced picture than others, but a completely unsubjective historian would be a truly rare find indeed. i am, however, curious as to how you've derived your own expertise on understanding what history and the historian are. my love of history comes from holding a few degrees in the subject, although i find political analysis much more intriguing (works well with a background and training in the discipline of history, by the way. lots of crossover). any chance you'll share where yours comes from?"
98,Tataumlives,13 May 2014 11:50am,1,False,"there is no single simple answer here - there is no uniform response, excuse or explanation - and to claim that there is, well, it means that you're denying the complexity of the situation and looking for an easy answer. you've found your easy enemy and your simplified villain and you're sticking to it.   Absolute nonsense the fact remains that the vast majority of German were behind and complicit in his worse crimes and the books and authors I've mentioned do the best of analysing and disentangling the motives you speak so clearly you haven't read them or not properly."
99,Tataumlives,13 May 2014 12:00pm,1,False,"Not that it's any of your business but I have a degree in history and German and it's also my passion and hobby and I'm frequently appalled by those with only a superficial and ignorant grasp of history who hide behind it as a screen to promote deeply unpleasant and toxic extremist political views. I have had run ins with many on these threads and seen them all off. It may not be possible to be entirely subjective but it is the duty of a historian or any social scientist to attempt it otherwise we may as well not bother, each man's opinion is as good as the other: the Turk, the Armenian, the Nazi or the Jew, history becomes a moral vacuum where judgement is prohibited."
100,justlittleoldme,13 May 2014 12:16pm,1,False,"well, thank you for sharing. and congratulations on seeing off those superficial and ignorant posers. and the political extremists! seeing as you've wrongly attributed those characteristics to me, though, i have to wonder why your criteria for assessment is. is it simply that they disagree with you and you know of no other way of critical engagement than name calling and dismissal? and yes, subjectivity is a problem within any discipline. but a good scholar recognises that. they recognise that there is no one absolute, and they reflect on the role of their own subjectivity in their own analysis. anyone, within the discipline of history or any other discipline, who does otherwise is denying the complexity of reality and thus diminishing the lessons we can learn from it - it is saying that one person's word is better than another, more morally superior?, and that automatically eliminates a good chunk of the 'story' (i'll put it in scare quotes, just for you). it's not necessary to eliminate subjectivity, but recognising it and its role is a must, both for the historian and for the audience."
101,Tataumlives,13 May 2014 3:18pm,0,False,"is it simply that they disagree with you and you know of no other way of critical engagement than name calling and dismissal?   Name calling? My, we have got a thin skin haven't we? 'Cheeky bugger' is hardly that and was more a response to your demands that I provide you with a reading list, having rejecteed my suggestions as of 'no use'. If you're such an expert you should be telling me what to read."
102,justlittleoldme,13 May 2014 3:27pm,0,False,"ha! i like that you think i might be offended by being called cheeky bugger. no, my friend, that was not what i was referring to when i accused you of name calling. i believe your accusations of ignorance, superficiality, political extremism, and oh, holocaust denial, simply because someone didn't agree with your particular viewpoint, was more what i was getting at. and i think if you read a bit more carefully, you'll see that i said those were of no use to me as i'm looking for new material to read and, as i said, i have already read them. it's not saying &quot;those are bad because you suggested them and therefore i reject them!&quot; rather, it is saying &quot;hey, i've already read those, so in terms of expanding my understanding, they are of no use to me. do you have anything else that i might find useful and interesting?&quot; but then again, hostility and an attitude of &quot;i see them all off&quot; does tend to cloud one's reading. we all get there sometimes, no harm done. and finally, unlike you i have never claimed to be an expert in this particular field. i could point you in the direction of some good readings on post-conflict reconciliation within society, social and political factors that impact upon societal acceptance (forced or not forced) of violent or totalitarian regimes, and the impact of rhetoric or propaganda in the instigation or spread of violence during genocide, though. let me know if you're interested, i'll dig up something that's easily accessible."
103,Tataumlives,13 May 2014 6:28pm,1,False,"No sorry you are dissembling which indicates a dishonest and devious mind at work. i. You said you were a full time historian that would make you an 'expert' by most standings. ii. If you've read those books and claim they are of 'no use' then it appears you have a very high standard of schlarship which not even the best works seems to satisfy and which inidcates someone searching for an explanation that fits his own  a priori  assumptions on the subject and that itself shows a closed mind, something you accused me of! Also dismissing a major archival find as an unimportant or insiginificant without justification shows you have an agenda that no amount of evidence will change. If you're not yet a denier you sound very much lke an apologist and not far off denial. iii. I don't see what 'post conflict reconcliation' has to do with this? But if that's your bag then I recommend you read the book about lawyers in Germany I listed that shows the power and influence of former Nazi lawyers and judges in the German legal profession long after the war, and their lack of contrition or symapthy for the regime's victims who continued to suffer as well. This is well known and now acknowlegded in Germany: look in the post war government, civil and diplomatic service well into the 70s, the Nazi elite was as entrenched, unapologetic and privileged as they had been under Hitler - if not more so - and underlines once again how deep and committed was that generation to the regime and its ideology. No pressure, no threat of retaliation, no excuses that you and other posters existed to coerce them but that still didn't change their attitude, and informed study of Nazi society shows definitively German society stood solidly behind Hitler from beginning to end. Case closed!  Only with the emergence of a newer, younger generation of activists in the late 60s did that shift and a real examination of that period and acknowledgment of the depth of complicity and commitment of their parent's generation to Hitler begin, which goes against the apologistic explanations you have offered and which the series seems keen to revive and the reason I beleive it will not stand the test of time or scholarship and why it's rightly been panned by real 'experts' which clearly you are not!"
104,justlittleoldme,13 May 2014 7:02pm,0,False,"wow. just wow. don't know why i'm wasting my time repeating the same thing over and over again, but perhaps it is in the hope that it gets through. 1) no, i did not. if you can show me where i said that i will gladly take it back and stand corrected. but perhaps this all ties into your misunderstanding of what a historian does as well as the place of history in other disciplines? 2) again, i said you suggesting them to me was of no use, not that the books themselves were of no use. i will put it to you again, to see if it gets through that thick skull: &quot;nd i think if you read a bit more carefully, you'll see that i said those were of no use to me as i'm looking for new material to read and, as i said, i have already read them. it's not saying &quot;those are bad because you suggested them and therefore i reject them!&quot; rather, it is saying &quot;hey, i've already read those, so in terms of expanding my understanding, they are of no use to me. do you have anything else that i might find useful and interesting?&quot;&quot;  and i am not a denier nor an apologist. however, i do understand that war and politics are much more complex that one act. therefore, i refuse to reduce the entirety of the nazi ideology, the dominance of that ideology in germany for nearly 15 years, and a complex war fought on a number of fronts to simply a study of the holocaust.  3) you claimed that i claimed i was an expert in history. i never made such claims, therefore i would not feel comfortable offering the expert advice that you requested. however, i am an expert in post conflict reconstruction. hence the offer to point you in that direction if you wanted good readings. seriously, dude, you need to learn how to read and understand. i'm now slightly worried about anything you present as 'fact' or 'knowledge,' simply because you have failed to demonstrate any capability to see beyond your nose. peace out, dude."
105,Tataumlives,13 May 2014 7:39pm,0,False,"‚name calling‘ like ‚through your thick skull’!  And whose reducing it to the Holocaust we’re talkinga about the complicity of that generation in Hitler’s crimes of which the Holocaust was the largest but not the only one.    seriously, dude, you need to learn how to read and understand.   Well, maybe your writing 'style' is the problem I have understanding what you’re saying, a stream of uncoordinated, rambling and barely coherent statements that indicate a modern trendy education i.e. without structure and rules or regard to your reader, and one reason you seem attracted to the ultra subjectivist, relativist approach to history where there no objective account is possible, just everyone’s own individual experience, which is all ‘equally valid’ and precludes us making any assessment or judgments about their actions and decisions.  You said your speciality is post-conflict resolution and yet you fail to challenge what is arguably the strongest evidence of the deep and profound commitment of that generation to Hitler’s regime and its ideology, to the extent that post-war German society was dominated in most important professions and in the highest levels of government by the same people for decades after the war, and who deliberatley excluded former opponents of the regime and showed a singular lack of contrition or guilt for their actions or willingness to make amends for their conduct. Surely that warrants your attention for someone with that speciality but about which you remain peculiarly silent and most likely completely indifferent towards, because it completes flattens the apologist theory you advocate.  It proves clealry that this generation was in no way coerced to follow Hitler and his pans for genocidal conquest and colonization, they were his willing ideological, political, military and social executioners and remained committed to his vision long after he and his regime had collapsed. Just face it, dude."
106,Qube2,16 May 2014 9:30am,0,False,"I think that you make too many sweeping generalisations. The regime certainly wasn't supported by everyone and Hitler probably couldn't believe his luck when he came to power, when nearly all subsequent historical commentary suggest that his political influence was on the wane when he was invited to form a government. However, he ruthlessly removed all opposition (read communists and social democrats, as well as any others who could be classified as 'endangering national security') within a few months of taking power. Ideological opponents had already been identified and were incarcerated, surveilled or curtailed in their activities. Close to where I live (in Germany) there is a concentration camp (KZ) where 600 political prisoners where held from 1933-35, including Kurt Schumacher a prominent SPD (Social Democrat) post-war leader - he was later transferred to Dachau. These camps were 2 of hundreds that sprung up to control Germans within months of Hitler taking power. This policy coupled with special (kangaroo) courts (Sondergerichte) flamed fear, suspicions and effectively curtailed much anti-nazi activity. Over 3.5 million Germans spent time in KZs, over 70,000 were executed for one form of resistance or other.There are often comments about how the German people went along with the nazis, but it is very difficult to resist when your life or your family's is threatened by your actions. Meanwhile for a sizeable number of the population, Hitler provided jobs and put bread on the table of the poorest families. It is difficult for us to know, with our relative affluence today, that not so long ago bread and a job were enough to secure someone's trust and support. Why would they question if most things (even the start of Hitler's war from 1939-40) appeared to support the Nazis' assertions of German supremacy -I don't recall uprisings or resistance by loyal Brits about the wrongs of colonialism while the going was good. As for the more intelligent, I suspect they knew to keep their heads down. Are the Iraqi people any less for not having resisted Saddam or Camodians Pol Pot? No. They too faced a situation where their resistance would only mean their death. Generation War is a fiction and there are some inconsistencies, but as a representation of the descent of men to madness and murder it works. I fail to see how anyone is trying to get off the hook here. The scene of the SS officer shooting the jewish girl is damning of the type of appalling violence that Germans were involved in. Or the wider story of Viktor Goldstein (the Jewish friend) facing anti-semitism from others than Nazis is representative of some european attitudes then and sadly still know. Still stronger is the descent of Friedhelm from educated man of letters to compromised and slavish obedience -primarily as a way of surviving. The representation of Wilhelm as an army soldier rather than a nazi is also reasonable as the army saw itself as an honourable and disciplined unit at least to start with in the war. I fail to see what is wrong with describing any or all of these people as victims. We are all victims of our choices as well as the behaviour of others. All sullied by our experiences. In Germany, this series was important as it prompted grandchildren and children to ask their parents, what did you do in the war? Perhaps a last chance to question a generation again. It seems very easy for us to stand at a distance and make judgements, without much idea of what it was like. However, what is clear, not only from this three part series but from our knowledge of conflict, is that once people feel threatened or see their neighbours bombed or killed, the sense and urgency of survival kicks in. In this state, people unite and fight, not for any great reasons or support for an ideology, just to survive.FYI, my family is English, Irish, Polish and Jewish. I don't hold much to such ethnic descriptions (put it this way, it doesn't define me). I only offer that information so that I'm not categorised as an apologist for German culpability, which I am most definitely not."
107,Tataumlives,16 May 2014 9:56am,1,False,"The scene of the SS officer shooting the jewish girl is damning of the type of appalling violence that Germans were involved in.   But that's the point an SS man shooting a Jew is not exactly a shock is it? The question was the attitude of ordinary Germans in this case the oridinary soldiers and the evidence in contrast to the sanitised version presented here, is that most German soldiers took part in atrocities willingly, even enthusiastically it's documented in the book Soldaten I quoted earlier in thousands of hours of candid transcripts, which one of your co-apologists tried to dismiss in true revisionist style. But for me as I've already argued the most powerful argument for the guilt and complicity of most ordinary Germans in Nazi crimes was the entrenched and unapologetic attitudes and views of the post-war generation free of Hitler and any threat of retaliation from his security apparatus, expressed in many surveys, anecdotes and other evidence, who with a few reservations declared their continued support and approval for Hitler's regime and what he had attempted, the only regret being that he failed. This, a generation that shaped post war Germany and dominated its civil, diplomatic, legal and other professions which overflowed with former Nazis, a situation that only began to change in the '70s as their children began to push them out and demanded a reckoning with Germany's dark past. This film is not a whitewash but it swings back too far the other way, presenting a sanitised and unrealisic picture of the attitudes and behaviour of most ordinary Germans a form of mild, but still very questionable revisionism."
108,Qube2,16 May 2014 10:16am,0,False,I'm not an apologist. Don't use cheap language to insult me just because I have a different opinion to you. Two of my relatives perished in Bergen-Belsen. i assure you I am no apologist. I think you've got an axe to grind and have lost your sense of perspective. Attributing an historical revision for a tv drama based on 5 people's lives? Move back a bit and get some perspective.
109,Tataumlives,16 May 2014 10:16am,1,False,"600 political prisoners where held from 1933-35, including Kurt Schumacher a prominent SPD (Social Democrat) post-war leader - he was later transferred to Dachau.... over 70,000 were executed for one form of resistance or other.   Now doing what the other poster tried, scraping the barrel to find evidence of 'oppositon'; 600 in a population of 60 million! And the 70,000 figure were mostly during the war, when the Nazis lowered the threshold of capital crimes to include almost anything, read the book I referenced Furchtbare Juristen about the complicity of the legal and justice system in Nazi crimes. Of course the Nazis painted them as resistance and traitors, but most were executed for petty crimes such as stealing to feed their families, but which the Nazis criminalised as Landesverrat. Anyone who commited the smallest crime even minor expressions of defeatism or grumbling were automatically branded traitors, and all too often betrayed by friends and relatives were only too ready to shop them to the Gestapo. Not something the programme spends too much time on as it spoils the feelgood factor they were trying to inject into a young and impressionable audience."
110,Tataumlives,16 May 2014 10:25am,0,False,"Makes no difference if it's five people or 5 million, when you make a film about that subject it needs to be done accurately and reflect, if not in every detail, the reality, and this was not a realistic and responsible portrayal.  It was a very subtle, very cleverly, constructed piece of historical license with a highly questionable political message, that Germans were no more, and possibly even much less guilty than others. Arguably a more insidious and dangerous form of revisionism than out-and-out denial. The charge of apologism stands!"
111,Qube2,16 May 2014 10:32am,0,False,"If only it was a simple as your pernicious view implies. Inconvenient truths? Just deny them. Easily done. Fair enough, I'll leave you to argue with yourself, as it seems you don't see beyond cheap insults and blanket rejections of anything other than your own rather perspective-less view."
112,Tataumlives,16 May 2014 10:51am,1,False,"You've failed to answer any of my points despite my taking considerable time and effort to answer yours and patiently repeating myself from previous posts, which is both impolite and inconsiderate, and now retreating into insult and personal aspersions about my 'motives' and 'agenda' when I've provided plenty of counter evidence to the programme's mendacity, shows it's you with an agenda but who lacks the maturity and understanding to argue his point. You with many others on this thread betray a dangerously naive underestimation of the power of mass media and entertainment to shape and distort people's view of history and reality, a naivete the Nazis did not share; they understood and exploited it all too well with disastrous consequences, as apparently do the makers of this series.  Those who don't learn the lessons of hsitory are doomed to repeat them, something I shouldn't have to say to someone who claims to have relatives who died in Belsen!"
113,Gammelpreusse,16 May 2014 11:32am,1,False,Oh my. I am kinda glad I do not live in your world.
114,Tataumlives,16 May 2014 11:43am,0,False,"So am I. I'm glad to live in the world where the Nazis lost, and that history tells us why and doesn't try to brush over the cruel reality of that time and reinvent its ardent followers as unfortunate victims as you and clearly others on this thread believe!"
115,Tataumlives,16 May 2014 11:55am,0,False,Btw: your name is something of a give away nicht wahr!?
116,Qube2,16 May 2014 12:18pm,0,False,"Thanks for the lecture, but i don't need it. I level the same accusation to you. You've successfully isolated some comments and swept aside or ignored things that do not fit your view - in answer to others posting here as well. Mostly, you've pushed a one-sided view in an overbearing confrontational and bombastic way. The history is greater than a few quotes from some books and those books don't answer or speak for everything or everyone, regardless of the integrity of their scholarship. As for impolite or insulting?That would be using a word like 'claim'. I assert my family history.It is has driven me to deeply examine in the pursuit of meaning and answers. I've had to acknowledge things that run contrary to how I feel. Truth is a journey that does not always yield the answers one would like to hear, but it brings a greater appreciation that the world is rarely reliably seen through the eyes of one side."
117,Tataumlives,16 May 2014 12:49pm,0,False,"'A few quotes' and with that you dismiss mountains of archival evidence and other work and prefer a few hours of highly dubious TV which even the producer admits was largely historical license and fiction.  Very much in the style of the Holocaust revisionists who dismiss whole swathes of evidence in favour of obscure and often dubious testimony to call into question the truth of Nazi crimes and the complicity of ordinary Germans. I find it totally implausible that someone with relatives who died in camps could talk with such naive stupidity, or is this some kind or revolt against your heritage? Are you sure those relatives of yours were inmates and not camp guards? I'd checked the records. It's well known that some Nazis swapped identities with their victims in the last days to escape justice. You're right, some people are beyond being educated."
118,Qube2,16 May 2014 2:39pm,0,False,"I'd report your post as offensive, accept it would only let you off the hook and hide the true nature of your interactions in this discussion."
119,Tataumlives,16 May 2014 2:46pm,0,False,"It would be offensive if there was any turth to your claim, but it's obvious something you've invented to gain sympathy on this thread. Victim envy is very popular these days."
120,Tataumlives,16 May 2014 2:51pm,0,False,"What's really offensive is somebody masquerading as a relative of holocaust survivors as a cover to spout Nazi apologist propaganda; it's not just offensive, it's disgusting!"
121,Qube2,16 May 2014 5:10pm,0,False,"Your insults are nothing but further evidence of your odiousness. Ironic that my relatives died in a struggle that allows you today to insult their memory. Freedom of speech has rarely felt so devalued or worthless. I have to hand it to you though. Selective argumentation, brow-beating and insult and then claiming that I have instigated it all myself. You're some act."
122,Tataumlives,17 May 2014 1:48am,0,False,"LOL. You failed to offer a single concrete argument or fact to any of the points I made and now are reatreating behind taunts and insults into your favoured victim mode to cover the vacuous lack of substance in anything you've said so far. Just saying you think a programme is authentic does not make it so, or that it's 'just a drama' means it's fair to play fast and loose with an extremely sensitive chapter of history that needs to be handled with care and responsiblity.  Whether your claims are true or not, I think genuine camp victims would turn in their graves if they could read the apologist filth you're spewing out in defence of Hitler's followers in their name!"
123,Qube2,17 May 2014 11:46am,0,False,Never called it authentic.Never uttered one word in defence of Hitler. You should change your name to Aunt Sally or Straw man.
124,Tataumlives,17 May 2014 2:31pm,0,False,"Oh dear at least read it properly, I said 'Hilter's followers' and you have sought to excuse, relativise and apologise for their behaviour, so it's you who are guilty of straw man arguments and you also said &quot;as a representation of the descent of men to madness and murder it works&quot; which is claiming it is an authentic representation, which I bitterly dispute. Your parallel with the British empire is also spurious, obnoxious and a malicious slander, since firstly there was never a campaign of systematic liquidation and genocide against pacified populations, and secondly during the Boer War and similar incidents, there were many large, open and bitter public demonsrations, and open criticism of the war and its conduct both in the press and in the commons among leading politicians that came close to bringing down the government, so you are clearly very ill informed, ignorant and completely out of your depth!  Interesetingly your arguments that Hitler put 'bread on the table' and 'gave people work' were also those offered inside and outside Germany, by sympathisers and apologists of the time, arguments that could be found among influential appeasers and (anti semitic) Nazi sympathisers in the British elites and corridors of power in the 30s, saying we should 'find an accomodation' with Hitler and sacrifice the Jews as a matter of course. I'm sure your relatives will understand and appreciate you finding much to agree and common cause with those who turned a blind eye and privately approved of their destruction at the time. So congratulations on such sharing such illustrious company and confirming my earlier statement about those who fail to learn and undertstand the lessons of history.  Can I suggest you change your name to Quisling or Lord HawHaw."
125,Gammelpreusse,17 May 2014 4:49pm,0,False,"Btw: your name is something of a give away nicht wahr!? Pray tell, what do you make of it?"
126,Qube2,17 May 2014 7:52pm,0,False,There is more hope for fools than for people who think they are wise.
127,Tataumlives,17 May 2014 10:37pm,0,False,This comment was removed by a moderator because it didn't abide by our community standards. Replies may also be deleted. For more detail see our FAQs.
128,Tataumlives,18 May 2014 8:27am,0,False,"I strongly urge you to read some Orwell, especially his Collected Essays in Journalism. He devoted a geat deal to the paradoxical phenomenon of highly educated British intellectuals who seemed blinded by political orthodoxy and dogma to the dangers of totalistarianism until of course it was too late.  Orwell contrasted that with the common man 'the fool' as you would call him, who although lacking an elite education used his common sense to see through the fog of ideological obfuscation and see the reality of the danger of the inisdious and seductive messages of totalitarian ideologies, something you obviously lack."
129,Qube2,18 May 2014 8:50am,0,False,Doesn't seem to have made any impression on your line of reasoning either.
